scholar_indx,name,grade,parents,spouse,siblings,children,birth_date_place,places_of_stay,death_date_place,teachers,students,area_of_interest,tags,books,students_inds,teachers_inds,birth_place,birth_date,birth_date_hijri,birth_date_gregorian,death_date_hijri,death_date_gregorian,death_place,death_reason
11431,Salah bin Salah bin Hay صالح بن صالح بن حي,Follower(Tabi') [6th generation],NA,NA,NA,"al-Hasan bin Salah bin Salah [20647] , 'Ali bin Salah bin Salah [20593]",NA,"Hamadan, Kufa",153 AH ()[ Natural ],"'Amir al-Sha'bi [11052] , Salmah bin Kahayl al-Hadrami [11350] , Smak bin Hrb bin Aws [10770] , 'Asim al-Ahwal [11080] , 'Awn bin 'Abdullah bin 'Utba [10806] , Others","al-Hasan bin Salah bin Salah [20647] , 'Ali bin Salah bin Salah [20593] , Shu'bah bin al-Hajjaj [20020] , Sufyan bin Saâid Ath-Thawri [20012] , Sufyan bin 'Uyaynah [20005] , Hashaym bin Bashayr bin al-Qasim [20468] , Yahya bin Zakaria bin Abi Zaida [20366] , 'Abdullah bin Mubarak [20025] , 'Abdur Rahman bin Muhammad al-Maharbi [20333] , Sulaiman bin Hayan al-Azdi [20326]",Narrator[Grade:Thiqah Thiqah] [ ع  -  ثقة ثقة ],"al-Hamadani [al-Hamadani] , Kufi [Kufi]",NA,"20647, 20593, 20020, 20012, 20005, 20468, 20366, 20025, 20333, 20326","11052, 11350, 10770, 11080, 10806",NA,NA,NA,NA,153,NA,,Natural
11432,'Abdullah bin Burayda bin al-Husayb عبد الله بن بريدة بن الحصيب الأسلمي,Follower(Tabi') [3rd Generation],Burayda bin al-Husayb [3131],NA,Sulaiman bin Burayda bin al-Husayb [10916],Skhr bin 'Abdullah [18434],NA,Merv,105 AH or 115 AH ()[ Natural ],"Burayda bin al-Husayb [3131] , ibn Abbas [17] , ibn Umar [18] , 'Abdullah bin 'Amr bin al-'Aas [29] , ibn Mas'ud [16] , 'Abdullah bin Mughfal al-Mazni [3242] , Abu Musa al-Asha'ari [41] , Abu Hurairah [13] , 'Aisha bint Abi Bakr [53] , Samra bin Jundub [394] , 'Imran bin Husain [123] , Mu'awiya ibn Abu Sufyan [27] , al-Mughira ibn Shu'ba [166] , Dghfl bin Hnzlh bin Zayd [14113] , Bashyr bin Ka'b bin Aby [11578] , Hameed bin 'Abdur Rahman [11280] , Abu al-Aswad al-Du'ali [11114] , Hanzalah bin 'Ali bin al-Aslami [11842] , Sa'id ibn al-Musayyib [11002] , Yahya bin Y'amar [11316] , Several Others","Bashyr bin al-Mhajr [10747] , سهل بن بشير, Thwab bin 'Utba al-Mhry al-Bsry [14052] , Hjyr bin 'Abdullah [28094] , al-Husain bin Dhakwan al-Mua'lam [11278] , al-Husain bin Waqid ak-Mervzi [20648] , Da'ud bin Abi al-Frat [20424] , Skhr bin 'Abdullah [18434] , Sa'id bin Iyas al-Jariri [11286] , Sa'd bin 'Ubaida al-Salmi [11344] , 'Abdullah bin Ata'a [10785] , 'Abdullah bin Muslim al-Salmi [28306] , 'Ubaidullah bin 'Abdullah, Abu al-Munayb [18681] , 'Uthman bin Ghyath [11600] , 'Ali bin Suwayd bin Mnjwf [11606] , Qatada [11019] , Kahmas bin al-Hasan al-Tamimi [11303] , Malik bin Mghwl [20358] , Maharab bin Dithar [11389] , Matr bin Tahman al-Waraq [10719] , al-Waleed bin Tha'laba [14411]","Narrator[Grade:Thiqah] [ ع  -  ثقة ], Qadhi(Judge)","al-Aslami [al-Aslami] , al-Mervazi [al-Mervazi]",NA,"10747, 14052, 28094, 11278, 20648, 20424, 18434, 11286, 11344, 10785, 28306, 18681, 11600, 11606, 11019, 11303, 20358, 11389, 10719, 14411","3131, 17, 18, 29, 16, 3242, 41, 13, 53, 394, 123, 27, 166, 14113, 11578, 11280, 11114, 11842, 11002, 11316",NA,NA,NA,NA,105,NA,,Natural
11433,'Abdullah bin Tawus عبد الله بن طاوس,Follower(Tabi') [6th generation],Tawus bin Kaysan [11053],NA,NA,Muhammad bin 'Abdullah bin Tawus [28521],(Yemen),Yemen,132 AH ()[ Natural ],"Tawus bin Kaysan [11053] , 'Ata' bin Abi Rabah [11029] , 'Amr bin Shu'aib bin Muhammad [19934] , 'Ali bin 'Abdullah bin 'Abbas [10949] , Muhammad bin Ibrahim bin al-Harith [11213] , al-Muttalib bin 'Abdullah bin Hantab [19944] , Wahb bin Munabbih al-Abnavi [11102] , Abu Bakr bin Muhammad bin 'Amr bin Hazm [11239] , 'Ikrama bin Khalid bin al-Aas [11709] , سماك بن يزيد","Muhammad bin 'Abdullah bin Tawus [28521] , محمد, 'Amr bin Dinar [11081] , Ayoub al-Sakhtiyani [11015] , Ibn Ishaq [11107] , Ma'mar bin Rashid [20115] , Rwh bin al-Qasim al-Tmymy [11586] , Ibn Jurayj [11070] , Wahayb bin Khalid bin 'Ajlan al-Bahli [20299] , Yahya bin Ayoub bin Abi Zara' al-Bajli [25345] , Ibrahim bin Nafi' al-Makhzumi [20189] , Hammad bin Zayd [20022] , Zm'h bin Salah [10636] , al-Nadr bin Kathir al-Sa'dy [24459] , Sufyan bin Saâid Ath-Thawri [20012] , Sufyan bin 'Uyaynah [20005]","Narrator[Grade:Thiqah] [ ع  -  ثقة ], Narrator[Grade:Thiqah] [ ع  -  ثقة ]","al-Yemeni [al-Yemeni] , Client [Client] , Imam [Imam]",NA,"28521, 11081, 11015, 11107, 20115, 11586, 11070, 20299, 25345, 20189, 20022, 10636, 24459, 20012, 20005","11053, 11029, 19934, 10949, 11213, 19944, 11102, 11239, 11709",Yemen,[],NA,NA,132,NA,,Natural
11434,'Abdullah bin 'Ubaydallah bin al-Abbas عبد الله بن عبيد الله بن عباس,Follower(Tabi') [4th generation],'Ubaydallah bin al-'Abbas [133] / Umm Walad,Asma bint 'Abdullah bin al-'Abbas,"'Abbas bin 'Ubaidullah bin al-Abbas [18496] , Fitima bint 'Ubaidullah [19507]","Hasan, al-Husain bin 'Abdullah bin 'Ubaidullah [12056]",NA,Medina,()[ Natural ],'Ubaydallah bin al-'Abbas [133],"Musa bin Salm [19948] , Yahya bin Sa'id al-Ansari [11062]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"Quraish [Quraish] , B.Hashim [B.Hashim] , Madni [Madni]",NA,"19948, 11062",133,NA,NA,NA,NA,NA,NA,,Natural
11435,'Abdullah bin Muh. B. 'Ali B. Abi Talib عبد الله بن محمد بن علي بن أبي طالب,Follower(Tabi') [4th generation],Muhammad bin 'Ali bin al-Hanfiyyah [10600],NA,"Ibrahim bin Muhammad bin 'Ali [18008] , al-Hasan bin Muhammad bin 'Ali [11156] , 'Umar bin Muhammad bin 'Ali [18779] , 'Awn",'Isa,NA,Syria,99 AH (Syria)[ Natural ],Muhammad bin 'Ali bin al-Hanfiyyah [10600],"son, al-Zuhri [11013]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"B.Hashim [B.Hashim] , 'Alvi ['Alvi]",NA,11013,10600,NA,NA,NA,NA,99,NA,Syria,Natural
11436,'Ubaidullah bin Abi Bakr عبيد الله بن أبي بكر بن أنس,Follower(Tabi') [4th generation],Abu Bakr bin Anas bin Malik [10630],NA,"Bakr, al-N'uman bin Abi Bakr bin Ans [17943]",NA,NA,Basra,()[ Natural ],"Anas bin Malik [19] , Abu Bakr bin Anas bin Malik [10630]","Brother, Hammad bin Salama [20021] , Hammad bin Zayd [20022] , Shadad bin Sa'id [20551] , Shu'bah bin al-Hajjaj [20020] , 'Utba bin Hameed al-Dby [14262] , Mubarak bin Fadala [14352] , Hashaym bin Bashayr bin al-Qasim [20468] , Muhammad bin 'Abdul 'Aziz al-Jarmi [20566] , Marjji bin Raja'a [24420] , 'Ali bin 'Asim bin S'hyb [28413]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"Ansar [Ansar] , al-Basri [al-Basri]",NA,"20021, 20022, 20551, 20020, 14262, 14352, 20468, 20566, 24420, 28413","19, 10630",NA,NA,NA,NA,NA,NA,,Natural
11437,'Amr bin Aws bin Abi Aws عمرو بن أوس بن أبي أوس,Follower(Tabi') [2nd Generation],Aus bin Hudhayfa al-Thaqafi [3219],NA,NA,NA,NA,al-Ta'if,after 90 AH ()[ Natural ],"Aus bin Hudhayfa al-Thaqafi [3219] , al-Mughira ibn Shu'ba [166] , 'Abdur Rahman bin Abi Bakr [107] , 'Abdullah bin 'Amr bin al-'Aas [29] , أبي رزين العقيلي, al-Harith bin Aws [5007] , 'Unbasa bin Abi Sufyan [846] , 'Urwa ibn al-Zubayr [10511]","بن أخيه عثمان بن عبد الله الثقفي, al-Nu'man bin Salm al-Ta'ify [10972] , Ghadayf/Ghatayf bin Abi Sufyan [18843] , Abu Ishaq al-Sabay'ai' [11049] , 'Amr bin Dinar [11081] , Ibn Sirin [11035] , 'Abdur Rahman bin al-Bylmany [19813]",Narrator[Grade:No Doubt] [ ع  -  صحابة ],"al-Thaqifi [al-Thaqifi] , al-Ta'ifi [al-Ta'ifi]",NA,"10972, 18843, 11049, 11081, 11035, 19813","3219, 166, 107, 29, 5007, 846, 10511",NA,NA,NA,NA,90,NA,,Natural
11438,'Amr bin al-Harith al-Thaqifi عمرو بن الحارث الثقفي,Follower(Tabi'),NA,NA,NA,NA,NA,NA,()[ Natural ],NA,NA,Narrator[Grade:Thiqah],"al-Thaqifi [al-Thaqifi] , al-Khuza'i [al-Khuza'i]",NA,NA,NA,NA,NA,NA,NA,NA,NA,,Natural
11439,'Amr bin Maymun bin Mahran عمرو بن ميمون بن مهران الجزري,Follower(Tabi') [6th generation],Maymun bin Mahran [11012] / Umm 'Abdullah bin Sa'id bin Jubayr,NA,NA,'Abdullah,NA,al-Raqqa,147 AH (al-Raqqa)[ Natural ],"Maymun bin Mahran [11012] , Sulayman ibn Yasar [11005] , 'Uthman bin Hadr [18709] , 'Amir al-Sha'bi [11052] , Abu Qalaba, 'Abdullah bin Zayd al-Jarmi [11047] , نافع مولى بن عمرو مكحول, 'Umar bin âAbdul-âAziz [11010] , al-Hasan al-Basri [11016] , al-Zuhri [11013] , Others","son, 'Abdullah bin Mubarak [20025] , 'Abdul Wahid bin Ziyad [20256] , Yazid bin Zari' [20304] , Zuhayr bin Mua'wiya bin Hudayj [20321] , Muhammad bin Bashr bin al-Farafsa [20352]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"al-Jazri [al-Jazri] , al-Raqqi [al-Raqqi] , Client [Client]",NA,"20025, 20256, 20304, 20321, 20352","11012, 11005, 18709, 11052, 11047, 11010, 11016, 11013",NA,NA,NA,NA,147,NA,al-Raqqa,Natural
11440,"'Imran bin Milhan, Abu Raja' al-Atardi عمران بن ملحان أبو رجاء العطاردي",Follower(Tabi') [1st Generation],NA,NA,NA,NA,NA,Basra,105 AH ()[ Natural ],"'Umar ibn al-Khattab [3] , Ali ibn Abi Talib [5] , 'Imran bin Husain [123] , ibn Abbas [17] , Samra bin Jundub [394] , 'Aisha bint Abi Bakr [53]","Ayoub al-Sakhtiyani [11015] , Jarir bin Hazim bin Zayd [11272] , 'Awf bin Abi Jamila al-A'rabi [11298] , 'Imran al-Qsyr Yrwy [18819] , Mahdi bin Maymun al-Azdi [11307] , Abu al-Ashhab al-Atardi [11273] , Hamad bin Najih al-Iskaf [14090] , 'Abdullah bin Zryr [16056] , سعيد بن أبي ربيعة, الجعد أبو عثمان, al-Hasan bin Dhkwan Abu [11582] , Abu al-Harith al-Krmany [19234] , Skhr bin Jwyryh Abu [20429]",Narrator[Grade:No Doubt] [ ع  -  مخضرم ],"al-Tamimi [al-Tamimi] , al-'Atardi [al-'Atardi] , Makhdaram [Makhdaram] , Basri [Basri]",NA,"11015, 11272, 11298, 18819, 11307, 11273, 14090, 16056, 11582, 19234, 20429","3, 5, 123, 17, 394, 53",NA,NA,NA,NA,105,NA,,Natural
11441,al-'Awwam bin Hushab العوام بن حوشب بن يزيد,Follower(Tabi') [6th generation],Hushab bin Yazid,NA,NA,NA,NA,al-Wasit,148 AH ()[ Natural ],"'Abdullah bin al-Sa'ib [10782] , Ayash bin 'Amr [10807] , Mujahid bin Jabir [11028] , Jabla bin Sahaym [11329] , Sulaiman bin Abi Sulaiman [11352] , 'Amr bin Murrah bin 'Abdullah [11381] , Ibrahim bin 'Abdur Rahman al-Saksaki [11619] , Azhar bin Rashid al-'Abbassri [14004] , al-Aswad bin Mas'ud al-Nbry [14012] , 'Abdul Malik bin Iyas [15336] , 'Abdul Malik bin Naf' [15342] , al-Sfah bin Mtr al-Shybany [18365] , Sulaiman bin Abi Sulaiman [18383] , Abu Muhammad Mwla 'Umar bin al-Khtab [19365] , Sa'id bin Jmhan [19846]","Suh'aib bin Maymun al-Wasty [18418] , Muhammad bin al-Hasan bin 'Imran [20396] , Sa'id bin Yahya, Abu Sufyan al-Humayri [20425] , Hashaym bin Bashayr bin al-Qasim [20468] , Yazid bin Harun [20472] , Sahl bin Yusuf al-Anmaty [20712] , al-Khlyl bin Ahmed al-Azdy [24118] , Ja'far bin al-Harith al-Wasty [28082] , Hafs bin 'Umar al-Razi [28125] , Muhammad bin 'Ubaid al-Tanafasi [30213]",Narrator[Grade:Thiqah] [ ع  -  ثقة ثبت ],al-Wasti [al-Wasti],NA,"18418, 20396, 20425, 20468, 20472, 20712, 24118, 28082, 28125, 30213","10782, 10807, 11028, 11329, 11352, 11381, 11619, 14004, 14012, 15336, 15342, 18365, 18383, 19365, 19846",NA,NA,NA,NA,148,NA,,Natural
11442,"Muhammad bin 'Ali b. al-Hussain al-Baqir محمد بن علي بن الحسين بن علي ,الباقر",Follower(Tabi') [4th generation],'Ali bin al-Husain bin 'Ali [11045] / Umm 'Abdullah bint Hasan bin 'Ali,NA,"Zayd bin 'Ali bin al-Husain [12114] , 'Abdullah bin 'Ali bin al-Hussain [18547] , 'Umar bin 'Ali bin al-Husain [20512] , al-Husain bin 'Ali bin al-Husain [22039]",Ja'far bin Muhammad bin 'Ali [10898],~56 AH (),Medina,>  110 AH ()[ Natural ],"Hassan ibn Ali bin Abi Talib [30] , Hussain ibn 'Ali ibn Abi Talib [31] , 'Abdullah ibn Ja'far [108] , Samra bin Jundub [394] , ibn Abbas [17] , ibn Umar [18] , Abu Hurairah [13] , 'Aisha bint Abi Bakr [53] , Umm Salamah [56] , Abu Sa'id al-Khudri [38] , Jabir ibn 'Abdullah [34] , Anas bin Malik [19] , Ibrahim bin Sa'd ibn Abi Waqqas [10557] , Sa'id ibn al-Musayyib [11002] , 'Ubaidullah bin Abi Rafi' [11199] , Hrmlh Mwla Usamah bin Zayd [11683] , 'Ata ibn Yasar [11020] , Yazid bin Hrmz al-Madni [10627] , Abu Murrah, Client of Umm Hani [11237] , 'Ali bin al-Husain bin 'Ali [11045]","Ja'far bin Muhammad bin 'Ali [10898] , Abu Ishaq al-Sabay'ai' [11049] , 'Abdur Rahman bin Harmaz al-A'araj [11197] , al-Zuhri [11013] , 'Amr bin Dinar [11081] , Musa bin Salm [19948] , al-Qasim bin al-Fadl bin Ma'dan [20564] , 'Abdur Rahman bin 'Amr al-Awza'i [20024] , Ibn Jurayj [11070] , Sulaiman al-A'mash [11060] , Shayba bin Nsah bin Srjs [12175] , 'Abdullah bin Abi Bakr bin Muh. b. 'Amr [11104] , 'Abdullah bin Ata'a [10785] , Bsam bin 'Abdullah al-Sayrfi [15033] , Harb bin Surayj bin al-Mundhir [24071] , Hajjaj bin Artah [20580] , Muhammad bin Suqah [11387] , Mkhwl bin Rashid al-Nhdy Mwlahm [11390] , Ma'mr bin Yahya bin Sam [11654]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"Quraish [Quraish] , B.Hashim [B.Hashim] , Imam [Imam]",NA,"10898, 11049, 11197, 11013, 11081, 19948, 20564, 20024, 11070, 11060, 12175, 11104, 10785, 15033, 24071, 20580, 11387, 11390, 11654","30, 31, 108, 394, 17, 18, 13, 53, 56, 38, 34, 19, 10557, 11002, 11199, 11683, 11020, 10627, 11237, 11045",,['56 AH'],56,NA,110,NA,,Natural
11443,Malik bin Abi 'Amir مالك بن أبي عامر الأصبحي,Follower(Tabi') [2nd Generation],NA,NA,NA,"Nafi' bin Malik bin Abi 'Amir [11445] , Anas bin Abi Aans (Malik) [25510] , Uvais bin Malik bin Abi 'Amir [21679] , al-Rabi' bin Malik bin Abi 'Amir [21725]",NA,Medina,74 AH ()[ Natural ],"'Umar ibn al-Khattab [3] , 'Uthman ibn 'Affaan [4] , Talha ibn 'Ubaidullah [6] , Abu Hurairah [13] , 'Aisha bint Abi Bakr [53]","Nafi' bin Malik bin Abi 'Amir [11445] , Anas bin Abi Aans (Malik) [25510] , al-Rabi' bin Malik bin Abi 'Amir [21725]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"al-Asbahi [al-Asbahi] , Ally B. Taym [Ally%20B.%20Taym] , al-Madni [al-Madni]",NA,"11445, 25510, 21725","3, 4, 6, 13, 53",NA,NA,NA,NA,74,NA,,Natural
11444,Mnswr bin Zadhan منصور بن زاذان,Follower(Tabi') [6th generation],NA,NA,NA,NA,NA,al-Wasit,129 AH ()[ Natural ],"أبي العالية رفيع, 'Ata' bin Abi Rabah [11029] , al-Hasan al-Basri [11016] , Ibn Sirin [11035] , Maymun bin Abi Shbyb [10834] , Mua'wiya bin Qurrah bin Iyas [11306] , Hameed bin Hilal [11281] , Qatada [11019] , 'Amr bin Dinar [11081] , al-Hakam bin 'Utayba [11069] , 'Abdur Rahman bin al-Qasim [10530] , محمد بن الوليد بن مسلم العنزي, Others","بن أخيه مسلم بن سعيد الواسطي, Habib bin al-Shaheed al-Azdi [11275] , Jarir bin Hazim bin Zayd [11272] , Khlf bin Khlyfh [20584] , Hashaym bin Bashayr bin al-Qasim [20468] , Muhammad bin Maymun, Abu Hamza [20458] , Wadah bin 'Abdullah al-Yashkari [20469]",Narrator[Grade:Thiqah] [ ع  -  ثقة ثبت ],"al-Thaqifi [al-Thaqifi] , al-Wasti [al-Wasti]",NA,"11275, 11272, 20584, 20468, 20458, 20469","11029, 11016, 11035, 10834, 11306, 11281, 11019, 11081, 11069, 10530",NA,NA,NA,NA,129,NA,,Natural
11445,Nafi' bin Malik bin Abi 'Amir نافع بن مالك بن أبي عامر الأصبحي,Follower(Tabi') [4th generation],Malik bin Abi 'Amir [11443],NA,"Anas bin Abi Aans (Malik) [25510] , Uvais bin Malik bin Abi 'Amir [21679] , al-Rabi' bin Malik bin Abi 'Amir [21725]",NA,NA,NA,after  140 AH ()[ Natural ],"Malik bin Abi 'Amir [11443] , ibn Umar [18] , Sahl bin Sa'd bin Malik [399] , Anas bin Malik [19] , Sa'id ibn al-Musayyib [11002] , al-Qasim ibn Muhammad [10535] , Others","al-Zuhri [11013] , Imam Maalik [20001] , Isma'il bin Ja'far bin Abi Kathir [20155] , Muhammad bin Ja'far bin Abi Kathir [20173] , Muhammad bin Talha bin 'Abdur Rahman [28519] , 'Abdul 'Aziz bin Muhammad al-Daruradi [20167]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"al-Asbahi [al-Asbahi] , Ally B.Taym [Ally%20B.Taym] , al-Madni [al-Madni]",NA,"11013, 20001, 20155, 20173, 28519, 20167","11443, 18, 399, 19, 11002, 10535",NA,NA,NA,NA,140,NA,,Natural
11446,Hisham bin 'Amr al-Fzary هشام بن عمرو الفزاري,Follower(Tabi') [5th generation],NA,NA,NA,NA,NA,NA,()[ Natural ],NA,Hammad bin Salama [20021],Narrator[Grade:Maqbool] [ ع  -  مقبول ],al-Fazari [al-Fazari],NA,20021,NA,NA,NA,NA,NA,NA,NA,,Natural
11447,Hamam bin Munabbih همام بن منبه بن كامل,Follower(Tabi') [4th generation],NA,NA,Wahb bin Munabbih al-Abnavi [11102],NA,NA,"Sana',  Yemen",132 AH ()[ Natural ],"Abu Hurairah [13] , Mu'awiya ibn Abu Sufyan [27] , ibn Abbas [17] , ibn Umar [18] , 'Abdullah ibn al-Zubayr [106]","Wahb bin Munabbih al-Abnavi [11102] , Aqyl bin Ma'ql bin Mnbh [28405] , علي بن الحسن بن إتش, Ma'mar bin Rashid [20115]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],al-Sana'i [al-Sana'i],NA,"11102, 28405, 20115","13, 27, 17, 18, 106",NA,NA,NA,NA,132,NA,,Natural
11448,Yahya bin 'Abdullah bin Muhammad يحيى بن عبد الله بن محمد,Follower(Tabi') [6th generation],NA,NA,NA,NA,NA,Makkah,()[ Natural ],"Ikramah bin 'Abdur Rahman [11030] , Nafid, Abu Ma'bad, Client Of Ibn 'Abbas [13127] , Abu Salma bin Sufyan [2042] , Atab bin Hnyn [13085] , Sa'id bin Jubayr [11050]","Ibn Jurayj [11070] , Isma'il bin Umayya bin 'Amr [11417] , زكرياء بن أبي إسحاق, عبد الله بن نجيح",Narrator[Grade:Sadooq] [ ع  -  ثقة ],al-Makki [al-Makki],NA,"11070, 11417","11030, 13127, 2042, 13085, 11050",NA,NA,NA,NA,NA,NA,,Natural
11449,Yahya bin Abi Kathir يحيى بن أبي كثير الطائي,Follower(Tabi') [5th generation],NA,NA,NA,'Abdullah bin Yahya bin Abi Kathir [20435],NA,"Basra, al-Yamama",132 AH or before ()[ Natural ],"Anas bin Malik [19] , قد رآه, Abu Salama bin 'Abdur Rahman [10567] , Hilal bin Abi Maymuna [11229] , Muhammad bin Ibrahim bin al-Harith [11213] , Y'la bin Hkym al-Thqfy [11567] , Muhammad bin 'Abdur Rahman bin Sa'd [11219] , Muhammad bin 'AR bin Thauban [11218] , Abu Qalaba, 'Abdullah bin Zayd al-Jarmi [11047] , al-Mandhar bin Malik bin Qata' [10721] , Zayd bin Salam [10912] , ضمضم بن جوشن, 'Abdullah bin Abi Qatada Ibn Rab'i [11804] , Ishaq bin 'Abdullah bin Abi Talha [11151] , B'jh bin 'Abdullah [10893] , Ibrahim bin 'Abdullah bin Qariz [10888] , Hyh bin Habs [18235] , Abu Kathir al-Shaymi [10996] , أبي شعبة مولى المهري, أبي جعفر المؤذن, 'Uqba bin Abd al-Ghafr [11603] , 'Ikrama [11023] , 'Ata' bin Abi Rabah [11029] , 'Ubaidullah bin Mqsm [11521] , Several, Abu Umama bin Sahl [405] , 'Urwa ibn al-Zubayr [10511] , al-Hakam bin Myna'a al-Ansari Mwlahm [11840] , Mamtur Abu Salam al-Aswad [10968] , Others","ابنه عبد الله, Ayoub al-Sakhtiyani [11015] , Yahya bin Sa'id al-Ansari [11062] , 'Abdur Rahman bin 'Amr al-Awza'i [20024] , al-Husain bin Dhakwan al-Mua'lam [11278] , Ma'mar bin Rashid [20115] , Hisham bin Hassan al-Azdi [11311] , Hisham bin Abi 'Abdullah al-Dastawa'i [20295] , Hmam bin Yahya bin Dinar [20297] , Ayoub bin al-Njar bin Ziyad [20412] , Aban bin Yazid al-Tar [20205] , Harb bin Shadaad al-Yashkari [20220] , Hjaj bin Abi 'Uthman [11277] , Shayban bin 'Abdur Rahman [20240] , 'Ikrama bin 'Ammar [10704] , 'Ali bin al-Mubark al-Hna'iy [20449] , 'Imran bin Da'ud al-'Ami Abu al-'Awwam [20718] , أبو إسماعيل العباد",Narrator[Grade:Thiqah] [ ع  -  ثقة ثبت ],"al-Tai'i [al-Tai'i] , Client [Client] , al-Yemami [al-Yemami]",NA,"11015, 11062, 20024, 11278, 20115, 11311, 20295, 20297, 20412, 20205, 20220, 11277, 20240, 10704, 20449, 20718","19, 10567, 11229, 11213, 11567, 11219, 11218, 11047, 10721, 10912, 11804, 11151, 10893, 10888, 18235, 10996, 11603, 11023, 11029, 11521, 405, 10511, 11840, 10968",NA,NA,NA,NA,132,NA,,Natural
11450,Yazid bin Abi 'Ubaid يزيد بن أبي عبيد,Follower(Tabi') [4th generation],NA,NA,NA,NA,NA,NA,>  140 AH ()[ Natural ],"مولاه, 'Umayr Mawla Abi Laham al-Ghafari [3141] , Hisham bin 'Urwa [11065]","Bukayr bin 'Abdullah bin al-Ashj [11154] , Yahya bin Sa'id bin Farroukh al-Qatan [20031] , Hatm bin Isma'il al-Madni [20159] , al-Mughira bin 'Abdur Rahman [11034] , Yahya bin Rashid [24490] , Hmad bin Ms'd'h al-Tmymy [20224] , Safwan bin 'Isa al-Zhry [20553] , Makki bin Ibrahim bin Bashayr [20202] , al-Dahhak bin Mukhlad Abu 'Asim al-Nabil [20241]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],"al-Aslami [al-Aslami] , Client [Client]",NA,"11154, 20031, 20159, 11034, 24490, 20224, 20553, 20202, 20241","3141, 11065",NA,NA,NA,NA,140,NA,,Natural
11451,Abu Sufyan أبو سفيان مولى بن أبي أحمد,Follower(Tabi') [3rd Generation],NA,NA,NA,NA,NA,NA,()[ Natural ],"Abu Hurairah [13] , Abu Sa'id al-Khudri [38] , 'Abdullah bin Zayd Mazni [605] , 'Abdullah bin Hanzala bin Abi 'Amir [1716] , Marwan bin al-Hakam bin Abi al-'As [858] , Several Others","ابنه عبد الله, Da'ud bin al-Husain al-Amwy [11160]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],Client [Client],NA,11160,"13, 38, 605, 1716, 858",NA,NA,NA,NA,NA,NA,,Natural
11452,Abu Qays Client Of 'Amr bin al-Aas أبو قيس مولى عمرو بن العاص,Follower(Tabi') [2nd Generation],NA,NA,NA,NA,NA,NA,54 AH ()[ Natural ],NA,NA,Narrator[Grade:Thiqah] [ ع  -  ثقة ],"Client [Client] , Ally B.Sahm [Ally%20B.Sahm]",NA,NA,NA,NA,NA,NA,NA,54,NA,,Natural
11453,Abu al-Malih ('Amir) bin Usama أبو المليح بن أسامة,Follower(Tabi') [3rd Generation],Usama bin 'Umayr al-Hadhali [4001],NA,NA,"Muhammad bin Abi al-Mlyh [22905] , Mbshr bin Abi al-Mlyh [22951] , 'Abdur Rahman bin Abi al-Mlyh [29598] , Ziyad",NA,NA,98 AH or 108 AH or after ()[ Natural ],"Usama bin 'Umayr al-Hadhali [4001] , Ma'qil bin Yasar al-Mazni [3120] , Nabaysha al-Hadhli [5310] , 'Auf bin Malik bin Nadlah [10805] , 'Aisha bint Abi Bakr [53] , ibn Abbas [17] , Wathla bin al-'Asqa' [4049] , أبي عزة الهذلي, ibn Umar [18] , ابن العاص, Burayda bin al-Husayb [3131] , Jabir ibn 'Abdullah [34] , Anas bin Malik [19] , 'Abdullah bin 'Utba [12236] , 'Abdullah bin Slyt [12221] , Others","Muhammad bin Abi al-Mlyh [22905] , Mbshr bin Abi al-Mlyh [22951] , 'Abdur Rahman bin Abi al-Mlyh [29598] , Ziyad(son), Ayoub(son), Khalid bin Mahran al-Hadha' [11282] , Ja'far bin Iyas (Abi Wahshiyya) [11419] , Salm bin Abi al-Ja'd [11342] , 'Ubaidullah bin Abi Hameed [24292] , Abu Qalaba, 'Abdullah bin Zayd al-Jarmi [11047] , Qatada [11019] , Tarayf bin Mujalad, Abu Tamayma [11597] , Yazid bin Abi Yazid, al-Rashk [11319] , Abu 'Abd al-Da'im [24516] , Matr bin Tahman al-Waraq [10719] , al-Hakam bin Frwkh [14087] , 'Ali bin Zayd bin 'Abdullah bin Zuhayr [10664]",Narrator[Grade:Thiqah] [ ع  -  ثقة ],al-Hadhli [al-Hadhli],NA,"22905, 22951, 29598, 11282, 11419, 11342, 24292, 11047, 11019, 11597, 11319, 24516, 10719, 14087, 10664","4001, 3120, 5310, 10805, 53, 17, 4049, 18, 3131, 34, 19, 12236, 12221",NA,NA,NA,NA,98,NA,,Natural
